gene_name	panel_count	gene_synonyms	gene_description
RPS6KA4	1	MSK2|RSK-B	ribosomal protein S6 kinase, 90kDa, polypeptide 4
WFDC2	1	EDDM4|HE4|WAP5|dJ461P17.6	WAP four-disulfide core domain 2
PSMD14	1	PAD1|POH1|RPN11	proteasome 26S subunit, non-ATPase 14
PSMD10	1	dJ889N15.2|p28|p28(GANK)	proteasome 26S subunit, non-ATPase 10
PSMD12	1	Rpn5|p55	proteasome 26S subunit, non-ATPase 12
MIOS	1	-	missing oocyte, meiosis regulator, homolog (Drosophila)
SPARC	1	BM-40|ON	secreted protein, acidic, cysteine-rich (osteonectin)
TCEA1	1	GTF2S|SII|TCEA|TF2S|TFIIS	transcription elongation factor A (SII), 1
OLIG2	1	BHLHB1|OLIGO2|PRKCBP2|RACK17|bHLHe19	oligodendrocyte lineage transcription factor 2
SLCO1B1	1	HBLRR|LST-1|LST1|OATP-C|OATP1B1|OATP2|OATPC|SLC21A6	solute carrier organic anion transporter family member 1B1
RAB11FIP5	1	GAF1|RIP11|pp75	RAB11 family interacting protein 5 (class I)
SLCO1B3	1	HBLRR|LST-2|LST-3TM13|LST3|OATP-8|OATP1B3|OATP8|SLC21A8	solute carrier organic anion transporter family member 1B3
SPP1	1	BNSP|BSPI|ETA-1|OPN	secreted phosphoprotein 1
FOXQ1	1	HFH1	forkhead box Q1
DHX9	1	DDX9|LKP|NDH2|NDHII|RHA	DEAH (Asp-Glu-Ala-His) box helicase 9
EEF1A1	1	CCS-3|CCS3|EE1A1|EEF-1|EEF1A|EF-Tu|EF1A|GRAF-1EF|HNGC:16303|LENG7|PTI1|eEF1A-1	eukaryotic translation elongation factor 1 alpha 1
FOXL2NB	1	C3orf72	FOXL2 neighbor
PIPSL	1	PIP5K1L1|PIP5K1P3|PSMD4P2|bA429H9.1	PIP5K1A and PSMD4-like, pseudogene
CLIP1	1	CLIP|CLIP-170|CLIP170|CYLN1|RSN	CAP-Gly domain containing linker protein 1
CD40	1	Bp50|CDW40|TNFRSF5|p50	CD40 molecule, TNF receptor superfamily member 5
FGFR1OP	1	FOP	FGFR1 oncogene partner
CFH	1	AHUS1|AMBP1|ARMD4|ARMS1|CFHL3|FH|FHL1|HF|HF1|HF2|HUS	complement factor H
PNP	1	NP|PRO1837|PUNP	purine nucleoside phosphorylase
TRIM13	1	CAR|DLEU5|LEU5|RFP2|RNF77	tripartite motif containing 13
AHCTF1	1	ELYS|MST108|MSTP108|TMBS62	AT-hook containing transcription factor 1
PRPF8	1	HPRP8|PRP8|PRPC8|RP13|SNRNP220	pre-mRNA processing factor 8
MIR493	1	MIRN493|hsa-mir-493|mir-493	microRNA 493
MIR492	1	MIRN492|hsa-mir-492	microRNA 492
MIR495	1	MIRN495|hsa-mir-495|mir-495	microRNA 495
MIR494	1	MIRN494|hsa-mir-494|mir-494	microRNA 494
MIR497	1	MIRN497|hsa-mir-497|mir-497	microRNA 497
MIR498	1	MIRN498|hsa-mir-498|mir-498	microRNA 498
CYP4F2	1	CPF2	cytochrome P450 family 4 subfamily F member 2
TGOLN2	1	TGN38|TGN46|TGN48|TGN51|TTGN2	trans-golgi network protein 2
RELB	1	I-REL|IREL|REL-B	v-rel avian reticuloendotheliosis viral oncogene homolog B
PRX	1	CMT4F	periaxin
RPS6KB1	1	PS6K|S6K|S6K-beta-1|S6K1|STK14A|p70 S6KA|p70(S6K)-alpha|p70-S6K|p70-alpha	ribosomal protein S6 kinase, 70kDa, polypeptide 1
UBE2R2	1	CDC34B|E2-CDC34B|UBC3B	ubiquitin conjugating enzyme E2R 2
KLK2	1	KLK2A2|hGK-1|hK2	kallikrein related peptidase 2
MIR381	1	MIRN381|hsa-mir-381|mir-381	microRNA 381
MIR383	1	MIRN383|hsa-mir-383|mir-383	microRNA 383
ELK4	1	SAP1	ELK4, ETS-domain protein (SRF accessory protein 1)
MIR545	1	MIRN545|hsa-mir-545|mir-545	microRNA 545
PAK7	1	PAK5	p21 protein (Cdc42/Rac)-activated kinase 7
MIR541	1	MIRN541|hsa-mir-541|mir-541	microRNA 541
ADNP	1	ADNP1|HVDAS|MRD28	activity-dependent neuroprotector homeobox
MIR1179	1	MIRN1179|hsa-mir-1179|mir-1179	microRNA 1179
MNX1	1	HB9|HLXB9|HOXHB9|SCRA1	motor neuron and pancreas homeobox 1
VEZF1	1	DB1|ZNF161	vascular endothelial zinc finger 1
NLK	1	-	nemo-like kinase
TCF7	1	TCF-1	transcription factor 7 (T-cell specific, HMG-box)
IGFBP2	1	IBP2|IGF-BP53	insulin like growth factor binding protein 2
IGFBP3	1	BP-53|IBP3	insulin like growth factor binding protein 3
IGFBP6	1	IBP6	insulin like growth factor binding protein 6
CYP1B1	1	CP1B|CYPIB1|GLC3A|P4501B1	cytochrome P450 family 1 subfamily B member 1
AZGP1	1	ZA2G|ZAG	alpha-2-glycoprotein 1, zinc-binding
MEF2A	1	ADCAD1|RSRFC4|RSRFC9|mef2	myocyte enhancer factor 2A
SHISA2	1	C13orf13|PRO28631|TMEM46|WGAR9166|bA398O19.2|hShisa	shisa family member 2
PSEN2	1	AD3L|AD4|CMD1V|PS2|STM2	presenilin 2
GAS1	1	-	growth arrest specific 1
MDN1	1	Rea1	midasin AAA ATPase 1
ZNF331	1	RITA|ZNF361|ZNF463	zinc finger protein 331
AMPD1	1	MAD|MADA|MMDD	adenosine monophosphate deaminase 1
MAGT1	1	IAP|MRX95|OST3B|PRO0756|XMEN|bA217H1.1	magnesium transporter 1
MLF1	1	-	myeloid leukemia factor 1
TPM4	1	HEL-S-108	tropomyosin 4
IFI16	1	IFNGIP1|PYHIN2	interferon, gamma-inducible protein 16
TPM1	1	C15orf13|CMD1Y|CMH3|HEL-S-265|HTM-alpha|LVNC9|TMSA	tropomyosin 1 (alpha)
RPS6KB2	1	KLS|P70-beta|P70-beta-1|P70-beta-2|S6K-beta2|S6K2|SRK|STK14B|p70(S6K)-beta|p70S6Kb	ribosomal protein S6 kinase, 70kDa, polypeptide 2
MIR181A2	1	MIRN181A|MIRN181A2|hsa-mir-181a-2|mir-181a-2	microRNA 181a-2
MIR181A1	1	MIR213|MIRN181A1|MIRN213|hsa-mir-181a-1|mir-181a-1|mir-213	microRNA 181a-1
IL10	1	CSIF|GVHDS|IL-10|IL10A|TGIF	interleukin 10
TGFBR3	1	BGCAN|betaglycan	transforming growth factor beta receptor III
SSX2IP	1	ADIP	synovial sarcoma, X breakpoint 2 interacting protein
TJP2	1	C9DUPq21.11|DFNA51|DUP9q21.11|PFIC4|X104|ZO2	tight junction protein 2
DIDO1	1	BYE1|C20orf158|DATF-1|DATF1|DIDO2|DIDO3|DIO-1|DIO1|dJ885L7.8	death inducer-obliterator 1
SH3PXD2A	1	FISH|SH3MD1|TKS5	SH3 and PX domains 2A
VMP1	1	EPG3|TANGO5|TMEM49	vacuole membrane protein 1
SVIL	1	-	supervillin
KTN1	1	CG1|KNT|MU-RMS-40.19	kinectin 1
TCEB1	1	SIII|eloC	transcription elongation factor B (SIII), polypeptide 1 (15kDa, elongin C)
MYBL1	1	A-MYB|AMYB	v-myb avian myeloblastosis viral oncogene homolog-like 1
SMARCA2	1	BAF190|BRM|NCBRS|SNF2|SNF2L2|SNF2LA|SWI2|Sth1p|hBRM|hSNF2a	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2
MIR181D	1	MIRN181D|mir-181d	microRNA 181d
MIR181C	1	MIRN181C|mir-181c	microRNA 181c
MIR96	1	DFNA50|MIRN96|hsa-mir-96|miR-96|miRNA96	microRNA 96
MIR95	1	MIRN95|hsa-mir-95|miR-95	microRNA 95
ZNF2	1	A1-5|ZNF661|Zfp661	zinc finger protein 2
MIR93	1	MIRN9|MIRN93|hsa-mir-93|miR-93	microRNA 93
MIR376C	1	MIR368|MIRN368|MIRN376C|hsa-mir-368|miRNA368|mir-376c	microRNA 376c
FYN	1	SLK|SYN|p59-FYN	FYN proto-oncogene, Src family tyrosine kinase
MIR98	1	MIRN98|hsa-mir-98|miR-98	microRNA 98
CARS	1	CARS1|CYSRS|MGC:11246	cysteinyl-tRNA synthetase
FCGR2B	1	CD32|CD32B|FCG2|FCGR2|IGFR2	Fc fragment of IgG, low affinity IIb, receptor (CD32)
FCGR2A	1	CD32|CD32A|CDw32|FCG2|FCGR2|FCGR2A1|FcGR|IGFR2	Fc fragment of IgG, low affinity IIa, receptor (CD32)
NBPF10	1	AB6|AG1|NBPF9	neuroblastoma breakpoint family member 10
ARHGAP32	1	GC-GAP|GRIT|PX-RICS|RICS|p200RhoGAP|p250GAP	Rho GTPase activating protein 32
ARHGAP35	1	GRF-1|GRLF1|P190-A|P190A|p190ARhoGAP|p190RhoGAP	Rho GTPase activating protein 35
DCAF5	1	BCRG2|BCRP2|D14S1461E|WDR22	DDB1 and CUL4 associated factor 5
CALCA	1	CALC1|CGRP|CGRP-I|CGRP1|CT|KC	calcitonin-related polypeptide alpha
MIR142	1	MIRN142|mir-142	microRNA 142
CD34	1	-	CD34 molecule
TXNDC8	1	SPTRX-3|TRX6|bA427L11.2	thioredoxin domain containing 8 (spermatozoa)
MIR15A	1	MIRN15A|hsa-mir-15a|miRNA15A|mir-15a	microRNA 15a
MIR15B	1	MIRN15B|hsa-mir-15b|miR-15b	microRNA 15b
GPS2	1	AMF-1	G protein pathway suppressor 2
DCK	1	-	deoxycytidine kinase
MIR196A2	1	MIRN196-2|MIRN196A2|mir-196a-2	microRNA 196a-2
MIR196A1	1	MIRN196-1|MIRN196A1|mir-196a-1	microRNA 196a-1
CUL1	1	-	cullin 1
TRIM27	1	RFP|RNF76	tripartite motif containing 27
TRIM23	1	ARD1|ARFD1|RNF46	tripartite motif containing 23
HMGCR	1	LDLCQ3	3-hydroxy-3-methylglutaryl-CoA reductase
MTPAP	1	PAPD1|SPAX4	mitochondrial poly(A) polymerase
BRD2	1	D6S113E|FSH|FSRG1|NAT|O27.1.1|RING3|RNF3	bromodomain containing 2
MIR154	1	MIRN154|mir-154	microRNA 154
MIR627	1	MIRN627|hsa-mir-627|mir-627	microRNA 627
MIR625	1	MIRN625|hsa-mir-625	microRNA 625
MIR622	1	MIRN622|hsa-mir-622	microRNA 622
NKX2-8	1	NKX2.8|NKX2H|Nkx2-9	NK2 homeobox 8
MIR152	1	MIRN152|mir-152	microRNA 152
PNRC1	1	B4-2|PNAS-145|PROL2|PRR2	proline rich nuclear receptor coactivator 1
GBA	1	GBA1|GCB|GLUC	glucosidase, beta, acid
GAB2	1	-	GRB2 associated binding protein 2
GAB3	1	-	GRB2 associated binding protein 3
IRS1	1	HIRS-1	insulin receptor substrate 1
CD200	1	MOX1|MOX2|MRC|OX-2	CD200 molecule
NDRG1	1	CAP43|CMT4D|DRG-1|DRG1|GC4|HMSNL|NDR1|NMSL|PROXY1|RIT42|RTP|TARG1|TDD5	N-myc downstream regulated 1
IARS2	1	CAGSSS|ILERS	isoleucyl-tRNA synthetase 2, mitochondrial
PPM1D	1	PP2C-DELTA|WIP1	protein phosphatase, Mg2+/Mn2+ dependent 1D
SRSF3	1	SFRS3|SRp20	serine/arginine-rich splicing factor 3
EGR3	1	EGR-3|PILOT	early growth response 3
EGR1	1	AT225|G0S30|KROX-24|NGFI-A|TIS8|ZIF-268|ZNF225	early growth response 1
PPARGC1A	1	LEM6|PGC-1(alpha)|PGC-1v|PGC1|PGC1A|PPARGC1	peroxisome proliferator-activated receptor gamma, coactivator 1 alpha
PPP6C	1	PP6|PP6C	protein phosphatase 6, catalytic subunit
MSMB	1	HPC13|IGBF|MSP|MSPB|PN44|PRPS|PSP|PSP-94|PSP57|PSP94	microseminoprotein, beta-
HOXA3	1	HOX1|HOX1E	homeobox A3
UMPS	1	OPRT	uridine monophosphate synthetase
TSHZ2	1	C20orf17|OVC10-2|TSH2|ZABC2|ZNF218	teashirt zinc finger homeobox 2
TSHZ3	1	TSH3|ZNF537	teashirt zinc finger homeobox 3
CNBD1	1	-	cyclic nucleotide binding domain containing 1
CDK11B	1	CDC2L1|CDK11|CDK11-p110|CDK11-p46|CDK11-p58|CLK-1|PITSLREA|PK58|p58|p58CDC2L1|p58CLK-1	cyclin-dependent kinase 11B
MIR135A2	1	MIRN135-2|MIRN135A2|mir-135a-2	microRNA 135a-2
MIR135A1	1	MIRN135-1|MIRN135A1|mir-135a-1	microRNA 135a-1
HOXC11	1	HOX3H	homeobox C11
CYP2E1	1	CPE1|CYP2E|P450-J|P450C2E	cytochrome P450 family 2 subfamily E member 1
BAG6	1	BAG-6|BAT3|D6S52E|G3	BCL2 associated athanogene 6
VEGFC	1	Flt4-L|LMPH1D|VRP	vascular endothelial growth factor C
CRTC3	1	TORC-3|TORC3	CREB regulated transcription coactivator 3
RPS2	1	LLREP3|S2	ribosomal protein S2
OR52N1	1	OR11-61	olfactory receptor family 52 subfamily N member 1
HOXA13	1	HOX1|HOX1J	homeobox A13
HOXA10	1	HOX1|HOX1.8|HOX1H|PL	homeobox A10
PSMA2	1	HC3|MU|PMSA2|PSC2	proteasome subunit alpha 2
PSMA3	1	HC8|PSC3	proteasome subunit alpha 3
SLC34A2	1	NAPI-3B|NAPI-IIb|NPTIIb	solute carrier family 34 (type II sodium/phosphate cotransporter), member 2
PSMA6	1	IOTA|PROS27|p27K	proteasome subunit alpha 6
PSMA7	1	C6|HEL-S-276|HSPC|RC6-1|XAPC7	proteasome subunit alpha 7
PSMA4	1	HC9|HsT17706|PSC9	proteasome subunit alpha 4
PSMA5	1	PSC5|ZETA	proteasome subunit alpha 5
DSG2	1	ARVC10|ARVD10|CDHF5|CMD1BB|HDGC	desmoglein 2
PSMA8	1	PSMA7L	proteasome subunit alpha 8
PDHA1	1	PDHA|PDHAD|PDHCE1A|PHE1A	pyruvate dehydrogenase (lipoamide) alpha 1
ERCC6	1	ARMD5|CKN2|COFS|COFS1|CSB|RAD26|UVSS1	excision repair cross-complementation group 6
LGALS1	1	GAL1|GBP	lectin, galactoside-binding, soluble, 1
SRY	1	SRXX1|SRXY1|TDF|TDY	sex determining region Y
KCNJ5	1	CIR|GIRK4|KATP1|KIR3.4|LQT13	potassium channel, inwardly rectifying subfamily J, member 5
KCNH2	1	ERG-1|ERG1|H-ERG|HERG|HERG1|Kv11.1|LQT2|SQT1	potassium channel, voltage gated eag related subfamily H, member 2
ADRB1	1	ADRB1R|B1AR|BETA1AR|RHR	adrenoceptor beta 1
ADRB2	1	ADRB2R|ADRBR|B2AR|BAR|BETA2AR	adrenoceptor beta 2
MIR181B2	1	MIRN181B2|mir-181b-2	microRNA 181b-2
MIR181B1	1	MIRN181B1|mir-181b-1	microRNA 181b-1
MYOCD	1	MYCD	myocardin
TMPO	1	CMD1T|LAP2|LEMD4|PRO0868|TP	thymopoietin
IDO1	1	IDO|IDO-1|INDO	indoleamine 2,3-dioxygenase 1
PLAUR	1	CD87|U-PAR|UPAR|URKR	plasminogen activator, urokinase receptor
FCGR3A	1	CD16|CD16A|FCG3|FCGR3|FCGRIII|FCR-10|FCRIII|FCRIIIA|IGFR3|IMD20	Fc fragment of IgG, low affinity IIIa, receptor (CD16a)
PSMD13	1	HSPC027|Rpn9|S11|p40.5	proteasome 26S subunit, non-ATPase 13
ALDH1A1	1	ALDC|ALDH-E1|ALDH1|ALDH11|HEL-9|HEL-S-53e|HEL12|PUMB1|RALDH1	aldehyde dehydrogenase 1 family member A1
PRICKLE2	1	EPM5	prickle homolog 2
TIMM17A	1	TIM17|TIM17A	translocase of inner mitochondrial membrane 17 homolog A (yeast)
SLC48A1	1	HRG-1|HRG1|hHRG-1	solute carrier family 48 (heme transporter), member 1
RPL22	1	EAP|HBP15|HBP15/L22|L22	ribosomal protein L22
RGS4	1	RGP4|SCZD9	regulator of G-protein signaling 4
P4HB	1	CLCRP1|DSI|ERBA2L|GIT|P4Hbeta|PDI|PDIA1|PHDB|PO4DB|PO4HB|PROHB	prolyl 4-hydroxylase, beta polypeptide
PIGF	1	-	phosphatidylinositol glycan anchor biosynthesis class F
TMSB4XP8	1	TMSL3	thymosin beta 4, X-linked pseudogene 8
RAD54B	1	RDH54	RAD54 homolog B (S. cerevisiae)
XIAP	1	API3|BIRC4|IAP-3|ILP1|MIHA|XLP2|hIAP-3|hIAP3	X-linked inhibitor of apoptosis
SRRM2	1	300-KD|CWF21|Cwc21|HSPC075|SRL300|SRm300	serine/arginine repetitive matrix 2
PTPRG	1	HPTPG|PTPG|R-PTP-GAMMA|RPTPG	protein tyrosine phosphatase, receptor type, G
VEZT	1	VEZATIN	vezatin, adherens junctions transmembrane protein
MIR193B	1	MIRN193B|mir-193b	microRNA 193b
OGG1	1	HMMH|HOGG1|MUTM|OGH1	8-oxoguanine DNA glycosylase
MIR575	1	MIRN575|hsa-mir-575	microRNA 575
EVI5	1	EVI-5|NB4S	ecotropic viral integration site 5
ARHGAP29	1	PARG1	Rho GTPase activating protein 29
MICALCL	1	Ebitein1	MICAL C-terminal like
ICE1	1	KIAA0947	interactor of little elongation complex ELL subunit 1
CD27	1	S152|S152. LPFS2|T14|TNFRSF7|Tp55	CD27 molecule
SRGAP3	1	ARHGAP14|MEGAP|SRGAP2|WRP	SLIT-ROBO Rho GTPase activating protein 3
SOCS5	1	CIS6|CISH6|Cish5|SOCS-5	suppressor of cytokine signaling 5
BMP2	1	BDA2|BMP2A	bone morphogenetic protein 2
EGFL7	1	NEU1|VE-STATIN|ZNEU1	EGF-like-domain, multiple 7
NR1I2	1	BXR|ONR1|PAR|PAR1|PAR2|PARq|PRR|PXR|SAR|SXR	nuclear receptor subfamily 1 group I member 2
GRB2	1	ASH|EGFRBP-GRB2|Grb3-3|MST084|MSTP084|NCKAP2	growth factor receptor bound protein 2
GRB7	1	-	growth factor receptor bound protein 7
PCM1	1	PTC4|RET/PCM-1	pericentriolar material 1
RPL5	1	DBA6|L5|MSTP030|PPP1R135	ribosomal protein L5
TRIM37	1	MUL|POB1|TEF3	tripartite motif containing 37
CHD3	1	Mi-2a|Mi2-ALPHA|ZFH	chromodomain helicase DNA binding protein 3
MIR639	1	MIRN639|hsa-mir-639	microRNA 639
CHD7	1	CRG|HH5|IS3|KAL5	chromodomain helicase DNA binding protein 7
PTH	1	PTH1	parathyroid hormone
MIR143	1	MIRN143|mir-143	microRNA 143
CHD8	1	AUTS18|HELSNF1	chromodomain helicase DNA binding protein 8
MIR141	1	MIRN141|mir-141	microRNA 141
MIR140	1	MIRN140|miRNA140|mir-140	microRNA 140
MIR630	1	MIRN630|hsa-mir-630	microRNA 630
CAP2	1	-	CAP, adenylate cyclase-associated protein, 2 (yeast)
MIR144	1	MIRN144|mir-144	microRNA 144
CDC25C	1	CDC25|PPP1R60	cell division cycle 25C
ACO1	1	ACONS|HEL60|IREB1|IREBP|IREBP1|IRP1	aconitase 1
ZNF829	1	-	zinc finger protein 829
PRDM16	1	CMD1LL|LVNC8|MEL1|PFM13	PR domain containing 16
KDSR	1	DHSR|FVT1|SDR35C1	3-ketodihydrosphingosine reductase
LRIG3	1	LIG3	leucine-rich repeats and immunoglobulin-like domains 3
MPO	1	-	myeloperoxidase
MTTP	1	ABL|MTP	microsomal triglyceride transfer protein
MATK	1	CHK|CTK|HHYLTK|HYL|HYLTK|Lsk	megakaryocyte-associated tyrosine kinase
ARF6	1	-	ADP ribosylation factor 6
MAPK10	1	JNK3|JNK3A|PRKM10|SAPK1b|p493F12|p54bSAPK	mitogen-activated protein kinase 10
SACS	1	ARSACS|DNAJC29|PPP1R138|SPAX6	sacsin molecular chaperone
TEK	1	CD202B|TIE-2|TIE2|VMCM|VMCM1	TEK tyrosine kinase, endothelial
TEC	1	-	transient erythroblastopenia of childhood
CYP2B6	1	CPB6|CYP2B|CYP2B7|CYP2B7P|CYPIIB6|EFVM|IIB1|P450	cytochrome P450 family 2 subfamily B member 6
MIR452	1	MIRN452|hsa-mir-452|mir-452	microRNA 452
APAF1	1	APAF-1|CED4	apoptotic peptidase activating factor 1
SIAH1	1	SIAH1A	siah E3 ubiquitin protein ligase 1
ZFP36L1	1	BRF1|Berg36|ERF-1|ERF1|RNF162B|TIS11B|cMG1	ZFP36 ring finger protein-like 1
ZFP36L2	1	BRF2|ERF-2|ERF2|RNF162C|TIS11D	ZFP36 ring finger protein-like 2
PHLPP2	1	PHLPPL	PH domain and leucine rich repeat protein phosphatase 2
NUP210L	1	-	nucleoporin 210kDa like
MIR148A	1	MIRN148|MIRN148A|hsa-mir-148|mir-148a	microRNA 148a
MIR148B	1	MIRN148B|mir-148b	microRNA 148b
CTGF	1	CCN2|HCS24|IGFBP8|NOV2	connective tissue growth factor
PRKACA	1	PKACA|PPNAD4	protein kinase, cAMP-dependent, alpha catalytic subunit
PSMB9	1	LMP2|PSMB6i|RING12|beta1i	proteasome subunit beta 9
PSMB8	1	ALDD|D6S216|D6S216E|JMP|LMP7|NKJO|PSMB5i|RING10	proteasome subunit beta 8
PSMB7	1	Z	proteasome subunit beta 7
PSMB6	1	DELTA|LMPY|Y	proteasome subunit beta 6
BRE	1	BRCC4|BRCC45	brain and reproductive organ-expressed (TNFRSF1A modulator)
PSMB4	1	HN3|HsN3|PROS-26|PROS26	proteasome subunit beta 4
PSMB2	1	HC7-I	proteasome subunit beta 2
HIVEP2	1	HIV-EP2|MBP-2|MIBP1|SHN2|ZAS2|ZNF40B	human immunodeficiency virus type I enhancer binding protein 2
ACVR1	1	ACTRI|ACVR1A|ACVRLK2|ALK2|FOP|SKR1|TSRI	activin A receptor type I
KALRN	1	ARHGEF24|CHD5|CHDS5|DUET|DUO|HAPIP|TRAD	kalirin, RhoGEF kinase
JUNB	1	AP-1	jun B proto-oncogene
BCL2L14	1	BCLG	BCL2-like 14 (apoptosis facilitator)
ITPA	1	C20orf37|HLC14-06-P|My049|dJ794I6.3	inosine triphosphatase
SIN3A	1	-	SIN3 transcription regulator family member A
MIR222	1	MIRN222|miRNA222|mir-222	microRNA 222
TRAF4	1	CART1|MLN62|RNF83	TNF receptor associated factor 4
TRAF6	1	MGC:3310|RNF85	TNF receptor associated factor 6
GTF2H1	1	BTF2|P62|TFB1|TFIIH	general transcription factor IIH subunit 1
MIR206	1	MIRN206|miRNA206|mir-206	microRNA 206
MIR149	1	MIRN149|mir-149	microRNA 149
MAPKAP1	1	JC310|MIP1|SIN1|SIN1b|SIN1g	mitogen-activated protein kinase associated protein 1
CNTRL	1	CEP1|CEP110|FAN|bA165P4.1	centriolin
MIR638	1	MIRN638|hsa-mir-638	microRNA 638
TAB3	1	MAP3K7IP3|NAP1	TGF-beta activated kinase 1/MAP3K7 binding protein 3
TAB2	1	CHTD2|MAP3K7IP2|TAB-2	TGF-beta activated kinase 1/MAP3K7 binding protein 2
DKC1	1	CBF5|DKC|DKCX|NAP57|NOLA4|XAP101	dyskeratosis congenita 1, dyskerin
ATF4	1	CREB-2|CREB2|TAXREB67|TXREB	activating transcription factor 4
MIR637	1	MIRN637|hsa-mir-637	microRNA 637
ATF2	1	CRE-BP1|CREB-2|CREB2|HB16|TREB7	activating transcription factor 2
SMARCC2	1	BAF170|CRACC2|Rsc8	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2
SMARCC1	1	BAF155|CRACC1|Rsc8|SRG3|SWI3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1
MIR145	1	MIRN145|miR-145|miRNA145	microRNA 145
L1CAM	1	CAML1|CD171|HSAS|HSAS1|MASA|MIC5|N-CAM-L1|N-CAML1|NCAM-L1|S10|SPG1	L1 cell adhesion molecule
PMAIP1	1	APR|NOXA	phorbol-12-myristate-13-acetate-induced protein 1
HIST1H3A	1	H3/A|H3FA	histone cluster 1, H3a
AKT1S1	1	Lobe|PRAS40	AKT1 substrate 1 (proline rich)
MIR374A	1	MIRN374|MIRN374A|hsa-mir-374|mir-374a	microRNA 374a
MIR374B	1	MIRN374B|mir-374b	microRNA 374b
METTL14	1	-	methyltransferase like 14
ZMYM2	1	FIM|MYM|RAMP|SCLL|ZNF198	zinc finger, MYM-type 2
ZMYM4	1	CDIR|MYM|ZNF198L3|ZNF262	zinc finger, MYM-type 4
SLC45A3	1	IPCA-2|IPCA-6|IPCA-8|IPCA6|PCANAP2|PCANAP6|PCANAP8|PRST	solute carrier family 45 member 3
CXCL12	1	IRH|PBSF|SCYB12|SDF1|TLSF|TPAR1	chemokine (C-X-C motif) ligand 12
UBE4A	1	E4|UBOX2|UFD2	ubiquitination factor E4A
CD1D	1	CD1A|R3	CD1d molecule
STIP1	1	HEL-S-94n|HOP|IEF-SSP-3521|P60|STI1|STI1L	stress induced phosphoprotein 1
CHIC2	1	BTL	cysteine rich hydrophobic domain 2
TNFRSF13C	1	BAFF-R|BAFFR|BROMIX|CD268|CVID4|prolixin	tumor necrosis factor receptor superfamily member 13C
NR1H2	1	LXR-b|LXRB|NER|NER-I|RIP15|UNR	nuclear receptor subfamily 1 group H member 2
ALPK2	1	HAK	alpha kinase 2
CHUK	1	IKBKA|IKK-alpha|IKK1|IKKA|NFKBIKA|TCF16	conserved helix-loop-helix ubiquitous kinase
COL2A1	1	ANFH|AOM|COL11A3|SEDC|STL1	collagen, type II, alpha 1
MIR190B	1	MIRN190B|mir-190b	microRNA 190b
FRG1BP	1	C20orf80|FRG1B|bA348I14.2	FSHD region gene 1 family member B, pseudogene
ING1	1	p24ING1c|p33|p33ING1|p33ING1b|p47|p47ING1a	inhibitor of growth family member 1
TYRO3	1	BYK|Dtk|Etk-2|RSE|Rek|Sky|Tif	TYRO3 protein tyrosine kinase
PDAP1	1	HASPP28|PAP|PAP1	PDGFA associated protein 1
MIR601	1	MIRN601|hsa-mir-601	microRNA 601
DUX4L2	1	DUX4	double homeobox 4 like 2
DUX4L1	1	DUX10|DUX4	double homeobox 4 like 1
MIR191	1	MIRN191|miR-191	microRNA 191
MIR192	1	MIRN192|miR-192|miRNA192	microRNA 192
MIR195	1	MIRN195|miRNA195|mir-195	microRNA 195
MIR197	1	MIRN197|miR-197|miRNA197	microRNA 197
MIR198	1	MIRN198|miR-198	microRNA 198
BCLAF1	1	BTF|bK211L9.1	BCL2-associated transcription factor 1
MIR16-1	1	MIRN16-1|miRNA16-1|mir-16-1	microRNA 16-1
MIR16-2	1	MIRN16-2|mir-16-2|mir-16-3	microRNA 16-2
MIR510	1	MIRN510|hsa-mir-510|mir-510	microRNA 510
MIR511	1	MIR511-1|MIR511-2|MIRN511-1|MIRN511-2|hsa-mir-511|hsa-mir-511-2|mir-511	microRNA 511
MIR99A	1	MIRN99A|mir-99a	microRNA 99a
MIR99B	1	MIRN99B|mir-99b	microRNA 99b
SETX	1	ALS4|AOA2|SCAR1|bA479K20.2	senataxin
MIR216B	1	MIRN216B|mir-216b	microRNA 216b
MIR216A	1	MIR216|MIRN216|MIRN216A|miRNA216|mir-216|mir-216a	microRNA 216a
AMPH	1	AMPH1	amphiphysin
DEPTOR	1	DEP.6|DEPDC6	DEP domain containing MTOR-interacting protein
CYP2C9	1	CPC9|CYP2C|CYP2C10|CYPIIC9|P450IIC9	cytochrome P450 family 2 subfamily C member 9
AK9	1	AK 9|AKD1|AKD2|C6orf199|C6orf224|dJ70A9.1	adenylate kinase 9
TBCB	1	CG22|CKAP1|CKAPI	tubulin folding cofactor B
MIR19A	1	MIRN19A|hsa-mir-19a|miR-19a|miRNA19A	microRNA 19a
MME	1	CALLA|CD10|NEP|SFE	membrane metallo-endopeptidase
PRKD1	1	PKC-MU|PKCM|PKD|PRKCM	protein kinase D1
PRKD2	1	HSPC187|PKD2|nPKC-D2	protein kinase D2
PRKD3	1	EPK2|PKC-NU|PKD3|PRKCN|nPKC-NU	protein kinase D3
CTTN	1	EMS1	cortactin
DHFR	1	DHFRP1|DYR	dihydrofolate reductase
